DATA_BASE;FAIXA_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202401;1;AL;10069;ITAU;51;75832,64
202401;1;AL;52058;NUBANK;301;312214,80
202401;1;AL;30379;SANTANDER;71;85353,01
202401;1;AL;51011;VOTORANTIM;7;6005,38
202401;1;AM;51750;BANCO SICOOB;1;1005,98
202401;1;AM;30173;BANRISUL;1;2070,14
202401;1;AM;49906;BB;126;189979,43
202401;1;AM;30290;BMG;14;36211,89
202401;1;AM;10045;BRADESCO;116;158545,43
202401;1;AM;49944;BTG PACTUAL;855;1417519,19
202401;1;AM;52072;C6 BANK;56;71066,08
202401;1;AM;51626;CAIXA ECONÔMICA FEDERAL;326;402879,39
202401;1;AM;10069;ITAU;203;307640,48
202401;1;AM;52058;NUBANK;788;991858,02
202401;1;AM;30379;SANTANDER;178;251384,73
202401;1;AM;5203605;SICOOB AMAZÔNIA;3;9676,05
202401;1;AM;3632872;SICOOB CREDISUL;1;1696,98
202401;1;AM;51011;VOTORANTIM;8;12936,63
202401;1;AP;51750;BANCO SICOOB;1;419,76
202401;1;AP;49906;BB;47;65096,30
202401;1;AP;30290;BMG;7;6438,91
202401;1;AP;10045;BRADESCO;5;6769,52
202401;1;AP;49944;BTG PACTUAL;84;104063,90
202401;1;AP;52072;C6 BANK;14;18325,20
202401;1;AP;51626;CAIXA ECONÔMICA FEDERAL;38;36558,29
202401;1;AP;10069;ITAU;10;12008,55
202401;1;AP;52058;NUBANK;97;107669,90
202401;1;AP;30379;SANTANDER;24;33872,43
202401;1;AP;51011;VOTORANTIM;2;2010,54
202401;1;BA;51750;BANCO SICOOB;2;4245,67
202401;1;BA;30173;BANRISUL;12;24418,13
202401;1;BA;49906;BB;368;483115,57
202401;1;BA;30290;BMG;67;71561,06
202401;1;BA;10045;BRADESCO;197;236750,27
202401;1;BA;49944;BTG PACTUAL;1763;2493536,99
202401;1;BA;52072;C6 BANK;151;166891,57
202401;1;BA;51626;CAIXA ECONÔMICA FEDERAL;737;755656,14
202401;1;BA;32615247;CC SICOOB COOPEC LTDA.;1;327,86
202401;1;BA;4174720;CC SICOOB COOPEMAR;1;180,01
202401;1;BA;4321309;CC SICOOB CRED EXECUTIVO;2;5114,94
202401;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;457,78
202401;1;BA;78825270;CCLA MAXI ALFA;1;4507,19
202401;1;BA;10069;ITAU;340;399621,73
202401;1;BA;52058;NUBANK;1602;1711597,19
202401;1;BA;30379;SANTANDER;381;461269,79
202401;1;BA;73398646;SOC CC SICOOB COOPERE;3;6660,51
202401;1;BA;51011;VOTORANTIM;17;27139,44
202401;1;CE;51750;BANCO SICOOB;2;1945,04
202401;1;CE;30173;BANRISUL;3;2466,40
202401;1;CE;49906;BB;362;519859,44
202401;1;CE;30290;BMG;46;62887,69
202401;1;CE;10045;BRADESCO;152;176772,65
202401;1;CE;49944;BTG PACTUAL;1514;1945162,09
202401;1;CE;52072;C6 BANK;92;113523,39
202401;1;CE;51626;CAIXA ECONÔMICA FEDERAL;535;584656,33
202401;1;CE;10069;ITAU;222;238217,95
202401;1;CE;52058;NUBANK;1312;1434893,55
202401;1;CE;30379;SANTANDER;309;322274,63
202401;1;CE;51011;VOTORANTIM;12;23102,05
202401;1;DF;51750;BANCO SICOOB;8;13377,56
202401;1;DF;30173;BANRISUL;1;706,50
202401;1;DF;49906;BB;175;251598,85
202401;1;DF;8357240;BCO CSF S.A.;1;2212,31
202401;1;DF;30290;BMG;14;15623,77
202401;1;DF;10045;BRADESCO;26;29775,05
202401;1;DF;49944;BTG PACTUAL;740;1129065,79
202401;1;DF;52072;C6 BANK;48;51257,50
202401;1;DF;51626;CAIXA ECONÔMICA FEDERAL;220;289443,14
202401;1;DF;1187961;CC DISTRITO FEDERAL E ENTORNO;1;218,85
202401;1;DF;37079720;CCLA SICOOB CREDIJUSTRA;1;417,78
202401;1;DF;10069;ITAU;133;189202,41
202401;1;DF;52058;NUBANK;638;716301,60
202401;1;DF;30379;SANTANDER;144;161607,68
202401;1;DF;51011;VOTORANTIM;8;6968,34
202401;1;ES;51750;BANCO SICOOB;20;27573,80
202401;1;ES;30173;BANRISUL;3;5826,61
202401;1;ES;49906;BB;57;73034,15
202401;1;ES;30290;BMG;13;9691,93
202401;1;ES;10045;BRADESCO;25;35825,28
202401;1;ES;49944;BTG PACTUAL;556;839257,17
202401;1;ES;52072;C6 BANK;32;34668,88
202401;1;ES;51626;CAIXA ECONÔMICA FEDERAL;228;255008,10
202401;1;ES;10069;ITAU;99;141671,84
202401;1;ES;52058;NUBANK;457;522060,24
202401;1;ES;30379;SANTANDER;102;125191,60
202401;1;ES;51011;VOTORANTIM;11;19210,80
202401;1;GO;51750;BANCO SICOOB;7;14291,12
202401;1;GO;30173;BANRISUL;4;8623,43
202401;1;GO;49906;BB;131;185921,43
202401;1;GO;30290;BMG;41;64855,33
202401;1;GO;10045;BRADESCO;56;60339,01
202401;1;GO;49944;BTG PACTUAL;977;1423633,73
202401;1;GO;52072;C6 BANK;66;85564,02
202401;1;GO;51626;CAIXA ECONÔMICA FEDERAL;331;387623,00
202401;1;GO;1187961;CC DISTRITO FEDERAL E ENTORNO;1;2211,98
202401;1;GO;10069;ITAU;193;255443,61
202401;1;GO;52058;NUBANK;757;859362,86
202401;1;GO;30379;SANTANDER;172;226275,04
202401;1;GO;51011;VOTORANTIM;10;17322,51
202401;1;MA;51750;BANCO SICOOB;3;2550,81
202401;1;MA;49906;BB;272;337107,46
202401;1;MA;30290;BMG;23;24938,83
202401;1;MA;10045;BRADESCO;63;80096,66
202401;1;MA;49944;BTG PACTUAL;526;734062,11
202401;1;MA;52072;C6 BANK;37;49993,64
202401;1;MA;51626;CAIXA ECONÔMICA FEDERAL;246;253910,38
202401;1;MA;10069;ITAU;89;126847,95
202401;1;MA;52058;NUBANK;588;661026,23
202401;1;MA;30379;SANTANDER;105;133634,34
202401;1;MA;51011;VOTORANTIM;3;3157,59
202401;1;MG;51750;BANCO SICOOB;82;119454,54
202401;1;MG;30173;BANRISUL;7;14166,19
202401;1;MG;49906;BB;490;682734,71
202401;1;MG;30290;BMG;145;188009,15
202401;1;MG;10045;BRADESCO;221;287965,60
202401;1;MG;49944;BTG PACTUAL;2991;4786826,71
202401;1;MG;52072;C6 BANK;249;313973,02
202401;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1406;1653827,20
202401;1;MG;25420696;CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL;3;1719,07
202401;1;MG;65239402;CC UNIÃO DO CENTRO OESTE DE MINAS;1;702,66
202401;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;659,13
202401;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;2148,13
202401;1;MG;10069;ITAU;766;982768,12
202401;1;MG;52058;NUBANK;2460;3030019,03
202401;1;MG;30379;SANTANDER;601;796231,41
202401;1;MG;73398646;SOC CC SICOOB COOPERE;1;975,01
202401;1;MG;51011;VOTORANTIM;23;38758,67
202401;1;MS;51750;BANCO SICOOB;4;5675,08
202401;1;MS;30173;BANRISUL;1;220,16
202401;1;MS;49906;BB;154;202478,72
202401;1;MS;30290;BMG;22;29246,68
202401;1;MS;10045;BRADESCO;89;100300,29
202401;1;MS;49944;BTG PACTUAL;615;989107,72
202401;1;MS;52072;C6 BANK;45;52115,43
202401;1;MS;51626;CAIXA ECONÔMICA FEDERAL;310;369788,29
202401;1;MS;10069;ITAU;80;109001,27
202401;1;MS;52058;NUBANK;574;754340,04
202401;1;MS;30379;SANTANDER;124;156194,94
202401;1;MS;51011;VOTORANTIM;5;6303,22
202401;1;MT;51750;BANCO SICOOB;9;21331,52
202401;1;MT;30173;BANRISUL;2;4364,79
202401;1;MT;49906;BB;203;340620,32
202401;1;MT;8357240;BCO CSF S.A.;1;3421,02
202401;1;MT;30290;BMG;24;54795,15
202401;1;MT;10045;BRADESCO;48;63305,63
202401;1;MT;49944;BTG PACTUAL;619;1105043,03
202401;1;MT;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;1;540,78
202401;1;MT;52072;C6 BANK;53;83938,96
202401;1;MT;51626;CAIXA ECONÔMICA FEDERAL;199;303999,74
202401;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;956,03
202401;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;3;5930,25
202401;1;MT;10069;ITAU;66;97760,07
202401;1;MT;52058;NUBANK;545;800004,31
202401;1;MT;30379;SANTANDER;125;197462,03
202401;1;MT;3632872;SICOOB CREDISUL;5;8438,66
202401;1;MT;51011;VOTORANTIM;12;19971,12
202401;1;PA;51750;BANCO SICOOB;1;1367,00
202401;1;PA;30173;BANRISUL;2;3098,29
202401;1;PA;49906;BB;248;332434,93
202401;1;PA;4913711;BCO DO EST. DO PA S.A.;11;31452,39
202401;1;PA;30290;BMG;31;36488,56
202401;1;PA;10045;BRADESCO;72;69026,05
202401;1;PA;49944;BTG PACTUAL;976;1263277,27
202401;1;PA;52072;C6 BANK;87;106350,73
202401;1;PA;51626;CAIXA ECONÔMICA FEDERAL;348;316169,77
202401;1;PA;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;3897,36
202401;1;PA;37079720;CCLA SICOOB CREDIJUSTRA;1;2043,45
202401;1;PA;10069;ITAU;192;209432,28
202401;1;PA;52058;NUBANK;964;997426,05
202401;1;PA;30379;SANTANDER;196;249838,35
202401;1;PA;51011;VOTORANTIM;9;18864,31
202401;1;PB;51750;BANCO SICOOB;1;547,81
202401;1;PB;30173;BANRISUL;5;3282,17
202401;1;PB;49906;BB;139;181778,25
202401;1;PB;30290;BMG;18;22089,69
202401;1;PB;10045;BRADESCO;70;80460,37
202401;1;PB;49944;BTG PACTUAL;655;921840,44
202401;1;PB;52072;C6 BANK;26;31399,90
202401;1;PB;51626;CAIXA ECONÔMICA FEDERAL;260;274680,70
202401;1;PB;10069;ITAU;67;87043,99
202401;1;PB;52058;NUBANK;546;691096,29
202401;1;PB;30379;SANTANDER;95;136632,54
202401;1;PB;51011;VOTORANTIM;1;1161,02
202401;1;PE;51750;BANCO SICOOB;3;4018,27
202401;1;PE;30173;BANRISUL;8;12952,25
202401;1;PE;49906;BB;261;337511,25
202401;1;PE;30290;BMG;48;60006,36
202401;1;PE;10045;BRADESCO;133;136486,54
202401;1;PE;49944;BTG PACTUAL;1285;1689256,72
202401;1;PE;52072;C6 BANK;74;83936,06
202401;1;PE;51626;CAIXA ECONÔMICA FEDERAL;508;501319,45
202401;1;PE;10069;ITAU;272;330954,70
202401;1;PE;52058;NUBANK;1110;1131702,20
202401;1;PE;30379;SANTANDER;355;379998,48
202401;1;PE;51011;VOTORANTIM;15;28778,53
202401;1;PI;51750;BANCO SICOOB;1;289,36
202401;1;PI;30173;BANRISUL;2;5222,17
202401;1;PI;49906;BB;158;221938,33
202401;1;PI;30290;BMG;18;24058,95
202401;1;PI;10045;BRADESCO;23;24571,20
202401;1;PI;49944;BTG PACTUAL;511;782315,21
202401;1;PI;52072;C6 BANK;32;33800,62
202401;1;PI;51626;CAIXA ECONÔMICA FEDERAL;195;207368,73
202401;1;PI;10069;ITAU;50;51057,32
202401;1;PI;52058;NUBANK;458;575672,04
202401;1;PI;30379;SANTANDER;84;100561,96
202401;1;PI;51011;VOTORANTIM;4;3138,08
202401;1;PR;51750;BANCO SICOOB;25;45410,81
202401;1;PR;30173;BANRISUL;1;498,60
202401;1;PR;49906;BB;264;374468,95
202401;1;PR;30290;BMG;32;39721,43
202401;1;PR;10045;BRADESCO;127;144908,46
202401;1;PR;49944;BTG PACTUAL;1857;2946234,16
202401;1;PR;52072;C6 BANK;197;283852,88
202401;1;PR;51626;CAIXA ECONÔMICA FEDERAL;641;751741,69
202401;1;PR;2466552;CC SICOOB VALE SUL;2;4018,47
202401;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;3;1803,07
202401;1;PR;10069;ITAU;426;529059,29
202401;1;PR;52058;NUBANK;1449;1787066,78
202401;1;PR;30379;SANTANDER;305;398023,39
202401;1;PR;51011;VOTORANTIM;19;30237,70
202401;1;RJ;51750;BANCO SICOOB;21;24805,93
202401;1;RJ;30173;BANRISUL;9;10483,20
202401;1;RJ;49906;BB;389;504312,55
202401;1;RJ;8357240;BCO CSF S.A.;1;845,40
202401;1;RJ;30290;BMG;95;112474,40
202401;1;RJ;10045;BRADESCO;340;324811,04
202401;1;RJ;49944;BTG PACTUAL;3314;4427759,46
202401;1;RJ;52072;C6 BANK;336;376250,38
202401;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1334;1368927,71
202401;1;RJ;78825270;CCLA MAXI ALFA;1;446,21
202401;1;RJ;10069;ITAU;1364;1601098,14
202401;1;RJ;52058;NUBANK;3253;3324142,20
202401;1;RJ;30379;SANTANDER;1133;1259467,95
202401;1;RJ;51011;VOTORANTIM;24;29913,83
202401;1;RN;51750;BANCO SICOOB;1;768,84
202401;1;RN;49906;BB;164;209396,24
202401;1;RN;30290;BMG;28;52587,55
202401;1;RN;10045;BRADESCO;36;46403,56
202401;1;RN;49944;BTG PACTUAL;501;690272,68
202401;1;RN;52072;C6 BANK;27;35470,12
202401;1;RN;51626;CAIXA ECONÔMICA FEDERAL;207;211147,30
202401;1;RN;10069;ITAU;68;72663,01
202401;1;RN;52058;NUBANK;448;500975,97
202401;1;RN;30379;SANTANDER;100;117928,79
202401;1;RN;51011;VOTORANTIM;6;8409,18
202401;1;RO;51750;BANCO SICOOB;1;1733,09
202401;1;RO;30173;BANRISUL;2;5550,00
202401;1;RO;49906;BB;128;193953,59
202401;1;RO;30290;BMG;13;16935,16
202401;1;RO;10045;BRADESCO;28;35139,69
202401;1;RO;49944;BTG PACTUAL;367;608301,20
202401;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;3;2465,54
202401;1;RO;52072;C6 BANK;25;35534,89
202401;1;RO;51626;CAIXA ECONÔMICA FEDERAL;172;223573,09
202401;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;6;10177,36
202401;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;11;22907,14
202401;1;RO;10069;ITAU;50;74077,54
202401;1;RO;52058;NUBANK;353;486443,42
202401;1;RO;30379;SANTANDER;67;90560,95
202401;1;RO;5203605;SICOOB AMAZÔNIA;6;6827,24
202401;1;RO;3632872;SICOOB CREDISUL;4;6298,10
202401;1;RO;51011;VOTORANTIM;2;3071,86
202401;1;RR;49906;BB;40;67798,08
202401;1;RR;10045;BRADESCO;5;4487,52
202401;1;RR;49944;BTG PACTUAL;90;140057,42
202401;1;RR;52072;C6 BANK;5;10525,88
202401;1;RR;51626;CAIXA ECONÔMICA FEDERAL;31;40921,42
202401;1;RR;10069;ITAU;11;14978,27
202401;1;RR;52058;NUBANK;100;108156,39
202401;1;RR;30379;SANTANDER;20;28253,07
202401;1;RR;51011;VOTORANTIM;3;4032,19
202401;1;RS;51750;BANCO SICOOB;7;12344,96
202401;1;RS;30173;BANRISUL;320;405058,82
202401;1;RS;49906;BB;214;295369,68
202401;1;RS;30290;BMG;38;68149,56
202401;1;RS;10045;BRADESCO;83;108958,24
202401;1;RS;49944;BTG PACTUAL;1556;2254781,49
202401;1;RS;52072;C6 BANK;110;135504,75
202401;1;RS;51626;CAIXA ECONÔMICA FEDERAL;767;894922,42
202401;1;RS;78825270;CCLA MAXI ALFA;2;1727,30
202401;1;RS;2090126;CCLA SICOOB VALCREDI SUL;2;1878,46
202401;1;RS;10069;ITAU;266;335657,92
202401;1;RS;52058;NUBANK;1376;1591540,56
202401;1;RS;30379;SANTANDER;372;444489,61
202401;1;RS;51011;VOTORANTIM;16;18102,50
202401;1;SC;51750;BANCO SICOOB;15;21709,86
202401;1;SC;30173;BANRISUL;7;11682,91
202401;1;SC;49906;BB;182;304789,47
202401;1;SC;30290;BMG;20;34929,96
202401;1;SC;10045;BRADESCO;61;109339,23
202401;1;SC;49944;BTG PACTUAL;1021;1758328,06
202401;1;SC;52072;C6 BANK;99;152700,89
202401;1;SC;51626;CAIXA ECONÔMICA FEDERAL;357;455149,73
202401;1;SC;85291086;CC LITORÂNEA;3;3404,58
202401;1;SC;78825270;CCLA MAXI ALFA;13;22774,77
202401;1;SC;2090126;CCLA SICOOB VALCREDI SUL;1;2940,64
202401;1;SC;78862083;COOP NOVOS CAMPOS;1;1478,37
202401;1;SC;10069;ITAU;133;199071,85
202401;1;SC;52058;NUBANK;716;950665,75
202401;1;SC;30379;SANTANDER;149;231928,56
202401;1;SC;51011;VOTORANTIM;5;10100,05
202401;1;SE;51750;BANCO SICOOB;1;546,18
202401;1;SE;30173;BANRISUL;2;1318,36
202401;1;SE;49906;BB;68;103699,09
202401;1;SE;30290;BMG;12;15509,97
202401;1;SE;10045;BRADESCO;15;15320,74
202401;1;SE;49944;BTG PACTUAL;353;534146,64
202401;1;SE;52072;C6 BANK;19;16616,20
202401;1;SE;51626;CAIXA ECONÔMICA FEDERAL;145;173917,36
202401;1;SE;10069;ITAU;23;25005,90
202401;1;SE;52058;NUBANK;255;271393,18
202401;1;SE;30379;SANTANDER;44;51979,73
202401;1;SE;51011;VOTORANTIM;1;343,25
202401;1;SP;51750;BANCO SICOOB;28;33767,27
202401;1;SP;30173;BANRISUL;15;25253,07
202401;1;SP;49906;BB;1126;1527434,73
202401;1;SP;8357240;BCO CSF S.A.;3;6796,78
202401;1;SP;30290;BMG;251;332113,45
202401;1;SP;10045;BRADESCO;879;1031371,57
202401;1;SP;49944;BTG PACTUAL;9676;13854594,98
202401;1;SP;52072;C6 BANK;898;1083535,15
202401;1;SP;51626;CAIXA ECONÔMICA FEDERAL;2568;2839609,85
202401;1;SP;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;414,81
202401;1;SP;69346856;CECM DOS PROFISSIONAIS DA SAUDE DA REG ALTA MOGIANA;1;310,88
202401;1;SP;10069;ITAU;2923;3635468,73
202401;1;SP;52058;NUBANK;8134;9108598,30
202401;1;SP;30379;SANTANDER;2438;2923698,34
202401;1;SP;51011;VOTORANTIM;85;132934,62
202401;1;TO;51750;BANCO SICOOB;2;2084,33
202401;1;TO;49906;BB;76;99689,00
202401;1;TO;30290;BMG;5;5141,69
202401;1;TO;10045;BRADESCO;12;15205,13
202401;1;TO;49944;BTG PACTUAL;149;201884,29
202401;1;TO;52072;C6 BANK;12;13612,75
202401;1;TO;51626;CAIXA ECONÔMICA FEDERAL;53;67093,56
202401;1;TO;10069;ITAU;19;31379,41
202401;1;TO;52058;NUBANK;173;166010,06
202401;1;TO;30379;SANTANDER;21;18729,82
202401;1;TO;51011;VOTORANTIM;4;5585,64
202401;2;AC;49906;BB;7;92005,69
202401;2;AC;17351180;BCO TRIANGULO S.A.;46;48761,68
202401;2;AC;10045;BRADESCO;2;44323,36
202401;2;AC;49944;BTG PACTUAL;1;4955,63
202401;2;AC;51626;CAIXA ECONÔMICA FEDERAL;14;10889,15
202401;2;AC;10069;ITAU;1;154,29
202401;2;AC;51011;VOTORANTIM;13;95385,79
202401;2;AL;49906;BB;11;50867,54
202401;2;AL;17351180;BCO TRIANGULO S.A.;34;41311,32
202401;2;AL;10045;BRADESCO;4;11505,61
202401;2;AL;49944;BTG PACTUAL;3;6900,84
202401;2;AL;52072;C6 BANK;2;415,17
202401;2;AL;51626;CAIXA ECONÔMICA FEDERAL;43;46514,01
202401;2;AL;30379;SANTANDER;6;21808,70
202401;2;AL;51011;VOTORANTIM;28;126096,17
202401;2;AM;49906;BB;6;15641,98
202401;2;AM;4913711;BCO DO EST. DO PA S.A.;1;7417,03
202401;2;AM;17351180;BCO TRIANGULO S.A.;79;79728,73
202401;2;AM;10045;BRADESCO;33;651808,04
202401;2;AM;49944;BTG PACTUAL;4;15239,81
202401;2;AM;52072;C6 BANK;2;410,68
202401;2;AM;51626;CAIXA ECONÔMICA FEDERAL;40;48367,09
202401;2;AM;30379;SANTANDER;8;28714,06
202401;2;AM;51011;VOTORANTIM;23;135255,45
202401;2;AP;49906;BB;4;10211,89
202401;2;AP;17351180;BCO TRIANGULO S.A.;8;5894,50
202401;2;AP;10045;BRADESCO;1;20263,53
202401;2;AP;49944;BTG PACTUAL;1;11182,80
202401;2;AP;51626;CAIXA ECONÔMICA FEDERAL;9;10821,98
202401;2;AP;30379;SANTANDER;1;2367,30
202401;2;AP;51011;VOTORANTIM;5;7405,76
202401;2;BA;49906;BB;48;508073,08
202401;2;BA;17351180;BCO TRIANGULO S.A.;136;148895,50
202401;2;BA;10045;BRADESCO;53;821739,37
202401;2;BA;49944;BTG PACTUAL;14;57550,39
202401;2;BA;52072;C6 BANK;6;1493,69
202401;2;BA;51626;CAIXA ECONÔMICA FEDERAL;183;176306,81
202401;2;BA;30379;SANTANDER;40;340319,37
202401;2;BA;51011;VOTORANTIM;82;316312,17
202401;2;CE;49906;BB;25;374692,55
202401;2;CE;17351180;BCO TRIANGULO S.A.;62;63780,93
202401;2;CE;10045;BRADESCO;25;273098,00
202401;2;CE;49944;BTG PACTUAL;1;4005,89
202401;2;CE;52072;C6 BANK;10;2775,17
202401;2;CE;51626;CAIXA ECONÔMICA FEDERAL;115;148715,72
202401;2;CE;30379;SANTANDER;36;262483,62
202401;2;CE;51011;VOTORANTIM;92;428329,75
202401;2;DF;49906;BB;14;157339,40
202401;2;DF;17351180;BCO TRIANGULO S.A.;24;49023,29
202401;2;DF;10045;BRADESCO;11;509690,92
202401;2;DF;49944;BTG PACTUAL;10;49220,74
202401;2;DF;52072;C6 BANK;4;1332,35
202401;2;DF;51626;CAIXA ECONÔMICA FEDERAL;67;130343,27
202401;2;DF;30379;SANTANDER;16;99851,87
202401;2;DF;51011;VOTORANTIM;59;311261,11
202401;2;ES;49906;BB;8;38586,14
202401;2;ES;17351180;BCO TRIANGULO S.A.;35;46020,86
202401;2;ES;10045;BRADESCO;6;40250,21
202401;2;ES;49944;BTG PACTUAL;5;11884,74
202401;2;ES;52072;C6 BANK;4;854,96
202401;2;ES;51626;CAIXA ECONÔMICA FEDERAL;49;42145,51
202401;2;ES;30379;SANTANDER;20;221132,74
202401;2;ES;51011;VOTORANTIM;26;143664,06
202401;2;GO;49906;BB;23;154219,15
202401;2;GO;17351180;BCO TRIANGULO S.A.;40;38171,36
202401;2;GO;10045;BRADESCO;16;340759,74
202401;2;GO;49944;BTG PACTUAL;5;16774,16
202401;2;GO;52072;C6 BANK;4;757,11
202401;2;GO;51626;CAIXA ECONÔMICA FEDERAL;159;164367,90
202401;2;GO;30379;SANTANDER;18;122190,74
202401;2;GO;51011;VOTORANTIM;72;447682,35
202401;2;MA;49906;BB;49;476402,90
202401;2;MA;17351180;BCO TRIANGULO S.A.;53;84086,84
202401;2;MA;10045;BRADESCO;10;133107,28
202401;2;MA;49944;BTG PACTUAL;2;2196,96
202401;2;MA;52072;C6 BANK;4;1054,91
202401;2;MA;51626;CAIXA ECONÔMICA FEDERAL;59;65066,77
202401;2;MA;30379;SANTANDER;7;21597,95
202401;2;MA;51011;VOTORANTIM;36;160760,64
202401;2;MG;49906;BB;52;601074,54
202401;2;MG;17351180;BCO TRIANGULO S.A.;212;229316,48
202401;2;MG;10045;BRADESCO;58;962114,75
202401;2;MG;49944;BTG PACTUAL;21;48369,47
202401;2;MG;52072;C6 BANK;8;1807,21
202401;2;MG;51626;CAIXA ECONÔMICA FEDERAL;277;252997,48
202401;2;MG;10069;ITAU;1;16,65
202401;2;MG;30379;SANTANDER;60;765250,50
202401;2;MG;51011;VOTORANTIM;298;1279565,59
202401;2;MS;49906;BB;22;194187,50
202401;2;MS;17351180;BCO TRIANGULO S.A.;46;48539,08
202401;2;MS;10045;BRADESCO;13;207091,16
202401;2;MS;49944;BTG PACTUAL;3;9341,64
202401;2;MS;52072;C6 BANK;5;4308,30
202401;2;MS;51626;CAIXA ECONÔMICA FEDERAL;38;37875,87
202401;2;MS;10069;ITAU;1;147,30
202401;2;MS;30379;SANTANDER;17;67443,96
202401;2;MS;51011;VOTORANTIM;70;473567,99
202401;2;MT;49906;BB;28;244077,37
202401;2;MT;17351180;BCO TRIANGULO S.A.;34;30321,07
202401;2;MT;10045;BRADESCO;10;181806,20
202401;2;MT;49944;BTG PACTUAL;4;20119,06
202401;2;MT;52072;C6 BANK;2;504,12
202401;2;MT;51626;CAIXA ECONÔMICA FEDERAL;49;35471,22
202401;2;MT;30379;SANTANDER;8;61516,94
202401;2;MT;51011;VOTORANTIM;59;280654,11
202401;2;PA;49906;BB;33;338319,62
202401;2;PA;4913711;BCO DO EST. DO PA S.A.;12;132825,29
202401;2;PA;17351180;BCO TRIANGULO S.A.;198;155667,75
202401;2;PA;10045;BRADESCO;20;220716,03
202401;2;PA;49944;BTG PACTUAL;3;17533,19
202401;2;PA;52072;C6 BANK;2;772,95
202401;2;PA;51626;CAIXA ECONÔMICA FEDERAL;73;77216,05
202401;2;PA;30379;SANTANDER;18;102608,86
202401;2;PA;51011;VOTORANTIM;47;290145,21
202401;2;PB;49906;BB;11;93603,19
202401;2;PB;17351180;BCO TRIANGULO S.A.;52;53464,70
202401;2;PB;10045;BRADESCO;14;186610,48
202401;2;PB;49944;BTG PACTUAL;6;17160,19
202401;2;PB;52072;C6 BANK;2;423,24
202401;2;PB;51626;CAIXA ECONÔMICA FEDERAL;59;74415,85
202401;2;PB;30379;SANTANDER;9;23597,88
202401;2;PB;51011;VOTORANTIM;42;170777,20
202401;2;PE;49906;BB;19;193593,81
202401;2;PE;17351180;BCO TRIANGULO S.A.;97;77575,14
202401;2;PE;10045;BRADESCO;32;508214,84
202401;2;PE;49944;BTG PACTUAL;11;35220,00
202401;2;PE;52072;C6 BANK;5;1109,88
202401;2;PE;51626;CAIXA ECONÔMICA FEDERAL;86;63065,38
202401;2;PE;10069;ITAU;2;274,20
202401;2;PE;30379;SANTANDER;23;114612,34
202401;2;PE;51011;VOTORANTIM;55;368056,62
202401;2;PI;49906;BB;18;87630,00
202401;2;PI;17351180;BCO TRIANGULO S.A.;13;12361,30
202401;2;PI;10045;BRADESCO;4;69884,59
202401;2;PI;49944;BTG PACTUAL;2;3041,65
202401;2;PI;51626;CAIXA ECONÔMICA FEDERAL;59;32375,23
202401;2;PI;10069;ITAU;1;157,55
202401;2;PI;30379;SANTANDER;1;8898,82
202401;2;PI;51011;VOTORANTIM;30;148363,45
202401;2;PR;49906;BB;38;473651,53
202401;2;PR;17351180;BCO TRIANGULO S.A.;130;200864,68
202401;2;PR;10045;BRADESCO;44;549873,97
202401;2;PR;49944;BTG PACTUAL;6;28253,25
202401;2;PR;52072;C6 BANK;8;1773,56
202401;2;PR;51626;CAIXA ECONÔMICA FEDERAL;233;323865,55
202401;2;PR;10069;ITAU;1;195,84
202401;2;PR;30379;SANTANDER;48;463034,15
202401;2;PR;51011;VOTORANTIM;221;1155683,91
202401;2;RJ;49906;BB;40;228155,27
202401;2;RJ;17351180;BCO TRIANGULO S.A.;181;281503,15
202401;2;RJ;10045;BRADESCO;80;1579528,47
202401;2;RJ;49944;BTG PACTUAL;34;117529,79
202401;2;RJ;52072;C6 BANK;12;2837,19
202401;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;194;180148,43
202401;2;RJ;10069;ITAU;2;124,06
202401;2;RJ;30379;SANTANDER;106;935953,14
202401;2;RJ;51011;VOTORANTIM;220;1032424,52
202401;2;RN;49906;BB;9;63618,10
202401;2;RN;17351180;BCO TRIANGULO S.A.;96;75823,79
202401;2;RN;10045;BRADESCO;10;251580,51
202401;2;RN;49944;BTG PACTUAL;4;7655,45
